Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Latitude,Longitude
1805722,"September 26, 2020",Illinois,Chicago,2400 block of W Lithuanian Plaza Ct,0,4,41.7683184,-87.6834604
1806368,"September 26, 2020",Missouri,Saint Louis,4700 block of Vernon Ave,0,5,38.65668,-90.25463599999999
1806500,"September 25, 2020",Pennsylvania,Philadelphia,1300 block of Sanger St,0,4,40.0275258,-75.0800628
1804511,"September 23, 2020",Georgia,Hampton,1577 Glynn Ct,1,3,33.45023219999999,-84.3403807
1802862,"September 23, 2020",Minnesota,Minneapolis,200 W Broadway Ave,0,5,44.99932159999999,-93.2805266
1800886,"September 21, 2020",Ohio,Struthers,111 Perry St,1,4,41.0510909,-80.5875645
1800549,"September 20, 2020",New York,Corona (Queens),Merrick Blvd and Foch Blvd,0,4,40.6870607,-73.7748173
1800514,"September 20, 2020",Connecticut,Stamford,Ursula Pl and Dale St,1,3,41.0515376,-73.5191997
1800026,"September 19, 2020",New York,Buffalo,Glenwood Ave and Jefferson Ave,1,4,42.912365,-78.8539656
1799748,"September 19, 2020",Illinois,Chicago,12200 block of S May St,0,4,41.67208670000001,-87.6505406
1799703,"September 19, 2020",Illinois,Chicago,6900 block of S Claremont Ave,0,4,41.7683381,-87.6820218
1800188,"September 19, 2020",New Jersey,Plainfield,523 W 3rd St,0,4,40.61235560000001,-74.427279
1799307,"September 19, 2020",New York,Rochester,278 Pennsylvania Ave,2,14,43.1666585,-77.58281570000001
1800192,"September 19, 2020",New Jersey,Paterson,Elizabeth St and Getty Ave,0,5,40.9002062,-74.1616323
1800779,"September 19, 2020",Arkansas,West Memphis,900 block of Winchell St,0,5,35.1349165,-90.1899114
1799160,"September 18, 2020",Arkansas,Little Rock,5311 Mabelvale Pike,0,4,34.7007729,-92.3420136
1797620,"September 16, 2020",Pennsylvania,Philadelphia,1800 Wallace St,2,3,39.9657387,-75.16751169999999
1796684,"September 15, 2020",California,San Jose,600 block of S 8th St,2,4,37.3306146,-121.8763873
1796638,"September 15, 2020",Illinois,Chicago,3500 block of W Lawrence Ave,0,5,41.96854829999999,-87.71615159999999
1795391,"September 14, 2020",Louisiana,Baker,Burgess Dr,0,4,30.6040887,-91.15547190000001
1794138,"September 13, 2020",Tennessee,Manchester,I-24 and McMinnville Hwy,3,3,35.4555189,-86.0456233
1793826,"September 13, 2020",Michigan,Grand Rapids,3950 Stahl Dr SE,0,7,42.91397,-85.569538
1793559,"September 13, 2020",Florida,Tampa,5110 N 40th St,0,4,27.9929664,-82.4144761
1794086,"September 13, 2020",Illinois,Chicago,6100 block of S Throop St,1,3,41.7832023,-87.6571381
1793521,"September 13, 2020",New Jersey,New Brunswick,32 Delafield St,2,7,40.4988749,-74.4560681
1792650,"September 12, 2020",Illinois,Chicago,100 block of N Pine Ave,2,4,41.88229339999999,-87.7632568
1793680,"September 12, 2020",North Carolina,Wilson,200 block of Dewey St,0,5,35.72027080000001,-77.9283281
1793771,"September 12, 2020",Pennsylvania,Philadelphia,N 18th St and Dauphin St,0,4,39.9886906,-75.1622648
1792624,"September 11, 2020",Louisiana,Donaldsonville,St Elizabeth St and Front St,0,5,30.0977904,-90.9912562
1791482,"September 10, 2020",Louisiana,New Orleans,4100 block of Rayne Dr,3,2,29.99907129999999,-90.0716704
1788401,"September 8, 2020",Maryland,Baltimore,2300 block of Greenmount Ave,0,5,39.315428,-76.6097269
1788168,"September 7, 2020",Louisiana,New Orleans,1500 block of Freret St,0,4,29.9437439,-90.08445130000001
1787655,"September 7, 2020",New York,Brooklyn,Norstrand Ave and Crown St,0,5,40.666295,-73.9508357
1788352,"September 7, 2020",California,Aguanga,45125 Highway 371,7,0,33.4576443,-116.8585256
1787222,"September 7, 2020",Indiana,Indianapolis,W 38th St and Graceland Ave,1,4,39.8249149,-86.1627769
1786855,"September 6, 2020",Georgia,Sparta,Faye St and Lee St,1,6,33.2866722,-82.9668628
1786920,"September 6, 2020",Illinois,Chicago,S Kingston Ave and E 77th St,0,4,41.7553867,-87.5626693
1787977,"September 6, 2020",Tennessee,Memphis,6555 Lost Oak Dr,0,4,35.0609974,-89.84415349999999
1786829,"September 6, 2020",Colorado,Commerce City,6700 block of Birch St,0,4,39.8182481,-104.9363073
1787286,"September 6, 2020",Missouri,Kansas City,3999 Swope Pkwy,0,6,39.0374499,-94.54541669999999
1786890,"September 6, 2020",Missouri,Saint Louis,5700 block of Minerva Ave,1,3,38.6672967,-90.2807184
1787006,"September 6, 2020",Louisiana,New Iberia,1752 Center St,0,5,29.9874241,-91.8388818
1787387,"September 6, 2020",Maryland,Baltimore,4900 block of Reisterstown Rd,0,4,39.342021,-76.67814369999999
1786488,"September 5, 2020",Texas,Houston,9940 Fondren Rd,0,4,29.6719924,-95.50956289999999
1786449,"September 5, 2020",Maryland,Baltimore,2000 block of W Lexington St,1,3,39.2905124,-76.6488166
1785713,"September 5, 2020",Florida,Williston,Co Rd 318 and US-27 Alt,0,6,29.3873705,-82.4474255
